Advanced College,100
Advanced College of Cosmetology,32
Advanced College-Stockton,
Advanced Computing Institute,271
Advanced Institute of Hair Design-Glendale,66
Advanced Technical Centers,42
Advanced Technology Institute,606
Advanced Training Associates,98
Advanced Training Institute,442
Advanced Welding Institute,38
Advantage Technical College,63
Adventist University of Health Sciences,1912
Advertising Art Educational Services DBA School of Advertising Art,194
Aesthetic Science Institute,35
Aesthetics Institute of Cosmetology,61
Agnes Scott College,927
AI Miami International University of Art and Design,1924
Aiken School of Cosmetology and Barbering,31
Aiken Technical College,2459
Ailano School of Cosmetology,23
Aims Community College,5652
Air Force Institute of Technology-Graduate School of Engineering & Management,966
Akron School of Practical Nursing,61
Alabama A & M University,5859
Alabama College of Osteopathic Medicine,605
Alabama School of Nail Technology & Cosmetology,17
Alabama Southern Community College,1362
Alabama State College of Barber Styling,13
Alabama State University,5318
Alamance Community College,4336
Alamo City Barber College,178
Alamo Community College District Central Office,
Alaska Bible College,50
Alaska Career College,424
Alaska Christian College,79
Alaska Pacific University,541
Albany BOCES-Adult Practical Nursing Program,132
Albany College of Pharmacy and Health Sciences,1408
Albany Law School,395
Albany Medical College,822
Albany State University,3041
Albany Technical College,3251
Albert I Prince Technical High School,38
Albertus Magnus College,1555
Albion College,1418
Albright College,2318
Alcorn State University,3420
Alderson Broaddus University,1052
Alexander Academy,74
Alexander Paul Institute of Hair Design,35
Alexandria School of Scientific Therapeutics,29
Alexandria Technical & Community College,2689
Alfred University,2390
Alhambra Beauty College,89
Alhambra Medical University,132
Alice Lloyd College,605
All Beauty College,21
All Beauty College,18
All Beauty College,39
All-State Career School-Allied Health Campus,378
All-State Career School-Lester,297
All-State Career School-Pittsburgh,231
All-State Career-Baltimore,558
Allan Hancock College,12012
Allegany College of Maryland,2930
Allegheny College,1920
Allegheny Wesleyan College,79
Allen College,620
Allen County Community College,2379
Allen School-Brooklyn,349
Allen School-Jamaica,289
Allen School-Phoenix,483
Allen University,600
Allgood Beauty Institute,
Alliance Computing Solutions,7
Alliant International University-San Diego,4003
Allied Health Careers Institute,
Allstate Hairstyling & Barber College,31
Alma College,1451
Alpena Community College,1536
Altierus Career College Everett,254
Altierus Career College-Arlington,290
Altierus Career College-Atlanta West,356
Altierus Career College-Austin,225
Altierus Career College-Bissonnet,486
Altierus Career College-Chesapeake,225
Altierus Career College-Colorado Springs,123
Altierus Career College-Columbus,138
Altierus Career College-Fort Worth South,255
Altierus Career College-Henderson,287
Altierus Career College-Houston Hobby,373
Altierus Career College-Norcross,300
Altierus Career College-Orange Park,354
Altierus Career College-San Antonio,195
Altierus Career College-Tacoma,383
Altierus Career College-Tampa,1375
Altierus Career College-Thornton,142
Altierus Career College-Tigard,226
Altierus Career College-Woodbridge,255
Altierus Career Education-South Plainfield,276
Altierus Career Education-Southfield,577
Altoona Beauty School Inc,45
Alvernia University,2872
Alverno College,2017
Alvin Community College,5677
Amarillo College,10195
Amberton University,1327
Ambiance Beauty & Barber Academy Inc,40
Ambria College of Nursing,366
America Evangelical University,
American Academy McAllister Institute of Funeral Service,487
American Academy of Acupuncture and Oriental Medicine,88
American Academy of Art,297
American Academy of Cosmetology,73
American Academy of Cosmetology-Delray Beach,25
American Academy of Dramatic Arts-Los Angeles,303
American Academy of Dramatic Arts-New York,310
American Academy of Personal Training,124
American Academy of Personal Training-Boston Campus,42
American Advanced Technicians Institute,67
American Baptist College,139
American Baptist Seminary of the West,56
American Barber Academy,
American Beauty Academy,18
American Beauty Academy-West Valley Campus,36
American Beauty College,126
American Beauty School,168
American Beauty Schools,
American Broadcasting School-Oklahoma City,23
American Broadcasting School-Online Program,85
American Business and Technology University,328
American Career College-Anaheim,1067
American Career College-Long Beach,479
American Career College-Los Angeles,1315
American Career College-Lynwood,321
American Career College-Ontario,1425
American College for Medical Careers,535
American College of Acupuncture and Oriental Med,134
American College of Barbering,24
American College of Education,3844
American College of Financial Services,10521
American College of Hair Design Inc,26
American College of Hairstyling-Des Moines,24
American College of Healthcare,167
American College of Healthcare,149
American College of Healthcare Sciences,741
American Conservatory Theater,54
American Educational College,1166
American Film Institute Conservatory,338
American Hair Academy,28
American Indian OIC Inc,48
American Institute of Alternative Medicine,384
American Institute of Alternative Medicine,32
American Institute of Beauty,74
American Institute of Interior Design,22
American Institute of Massage Therapy,12
American Institute of Medical Sciences & Education,407
American Institute of Medical Technology,96
American Institute of Trucking,274
American Institute-Clifton,720
American Institute-Margate,267
American Institute-Somerset,
American Institute-Toms River,359
American Institute-West Hartford,415
American InterContinental University,10091
American InterContinental University-Atlanta,2205
American InterContinental University-Houston,434
American International College,3377
AMERICAN ISLAMIC COLLEGE,35
American Jewish University,159
American Medical Academy,246
American Medical Sciences Center,75
American Musical and Dramatic Academy,1565
American National University,1090
American National University-Canton,8
American National University-Cincinnati,38
American National University-Columbus,6
American National University-Dayton,99
American National University-Lexington,681
American National University-Stow,24
American National University-Willoughby Hills,10
American National University-Youngstown,102
American Public University System,48623
American River College,30519
American Samoa Community College,1253
American Sentinel University,2598
American Technical Institute,11
American Trade School,84
American University,13346
American University of Health Sciences,262
American University of Puerto Rico,804
American University of Puerto Rico,626
AmeriTech College-Draper,506
AmeriTech College-Provo,21
AMG School of Licensed Practical Nursing,104
Amherst College,1849
Amridge University,597
Anabaptist Mennonite Biblical Seminary,99
Ancilla College,582
Anderson University,2232
Anderson University,3432
Andover Newton Theological School,161
Andrew College,276
Andrews University,3317
Angeles College,167
Angeles Institute,113
Angelina College,5061
Angelo State University,9581
Ann Webb Skin Institute,
Anna Maria College,1386
Anne Arundel Community College,13904
Annenberg School of Nursing,12
Anoka Technical College,1922
Anoka-Ramsey Community College,9058
Anson College of Cosmetology,2
Antelope Valley College,14105
Antilles School of Technical Careers,544
Antioch College,223
Antioch University Online,163
Antioch University-Los Angeles,736
Antioch University-Midwest,156
Antioch University-New England,759
Antioch University-PhD Program in Leadership and Change,164
Antioch University-Santa Barbara,329
Antioch University-Seattle,568
Antioch University-System Administration,
Antonelli College-Cincinnati,79
Antonelli College-Hattiesburg,188
Antonelli College-Jackson,301
Antonelli Institute,173
Antonelli Medical and Professional Institute,94
AOMA Graduate School of Integrative Medicine,159
Aparicio-Levy Technical College,28
Apex Academy Hair Skin Nails School of Cosmetology,
Apex School of Theology,976
Apex Technical School,1095
Apollo Career Center,445
Appalachian Beauty School,23
Appalachian Bible College,269
Appalachian College of Pharmacy,203
Appalachian School of Law,95
Appalachian State University,18295
Applied Technology Services,168
Aquinas College,1764
Aquinas College,342
Aquinas Institute of Theology,144
Arapahoe Community College,10261
Arcadia University,3785
Arclabs,182
Argosy University-Atlanta,1416
Argosy University-Chicago,624
Argosy University-Dallas,376
Argosy University-Denver,446
Argosy University-Hawaii,972
Argosy University-Inland Empire,495
Argosy University-Los Angeles,475
Argosy University-Nashville,342
Argosy University-Northern Virginia,577
Argosy University-Orange County,472
Argosy University-Phoenix,511
Argosy University-Phoenix Online Division,7117
Argosy University-Salt Lake City,175
Argosy University-San Diego,297
Argosy University-San Francisco Bay Area,304
Argosy University-Sarasota,463
Argosy University-Schaumburg,222
Argosy University-Seattle,59
Argosy University-Tampa,495
Argosy University-The Art Institute of California-Hollywood,1096
Argosy University-The Art Institute of California-Inland Empire,1100
Argosy University-The Art Institute of California-Los Angeles,398
Argosy University-The Art Institute of California-Orange County,771
Argosy University-The Art Institute of California-Sacramento,529
Argosy University-The Art Institute of California-San Diego,1119
Argosy University-The Art Institute of California-San Francisco,630
Argosy University-The Art Institute of California-Silicon Valley,62
Argosy University-Twin Cities,1324
Aria Health School of Nursing,237
Arizona Academy of Beauty-East,90
Arizona Automotive Institute,739
Arizona Board of Regents,
Arizona Christian University,820
Arizona College-Glendale,494
Arizona College-Las Vegas,327
Arizona College-Mesa,438
Arizona Culinary Institute,110
Arizona School of Acupuncture and Oriental Medicine,30
Arizona School of Integrative Studies,178
Arizona State University-Downtown Phoenix,11737
Arizona State University-Polytechnic,4380
Arizona State University-Skysong,26200
Arizona State University-Tempe,51869
Arizona State University-West,3663
Arizona Summit Law School,386
Arizona Western College,7569
Arkansas Baptist College,878
Arkansas Beauty College,17
Arkansas Beauty School-Little Rock,89
Arkansas College of Barbering and Hair Design,131
Arkansas Colleges of Health Education,
Arkansas Northeastern College,1416
Arkansas State University Mid-South,1836
Arkansas State University-Beebe,3989
Arkansas State University-Main Campus,14085
Arkansas State University-Mountain Home,1367
Arkansas State University-Newport,2735
Arkansas State University-System Office,
Arkansas Tech University,11894
Arlington Baptist University,199
Arlington Career Institute,239
Armstrong State University,7157
Arnolds Beauty School,55
Arnot Ogden Medical Center,56
Arrojo Cosmetology School,110
Art Academy of Cincinnati,207
Art Center College of Design,2138
Arthur's Beauty College Inc-Fort Smith,39
Arthur's Beauty College Inc-Jacksonville,73
Arthur's Beauty College-Jonesboro,71
Arthur's Beauty School Inc-Conway,64
Artistic Academy of Hair Design,121
Artistic Nails and Beauty Academy-Lakeland,130
Artistic Nails and Beauty Academy-Tampa,139
ASA College,4480
Asbury Theological Seminary,1574
Asbury University,1854
Asher College,570
Asheville-Buncombe Technical Community College,7226
Ashford University,41361
Ashland Community and Technical College,2775
Ashland County-West Holmes Career Center,45
Ashland University,6579
Ashtabula County Technical and Career Campus,153
ASI Career Institute,69
Asian-American International Beauty College,547
ASM Beauty World Academy,108
Asnuntuck Community College,1945
Aspen Beauty Academy of Laurel,53
Aspen University,2729
Assabet Valley Regional Technical School,50
Associated Barber College of San Diego,88
Associated Beth Rivkah Schools,150
Associated Technical College-Los Angeles,440
Associated Technical College-San Diego,62
Assumption College,2607
Assumption College for Sisters,38
Astrodome Career Centers,65
ATA Career Education,241
ATA College,362
Atelier Esthetique Institute of Esthetics,152
Atenas College,1005
Athena Career Academy,188
Athenaeum of Ohio,188
Athens State University,3063
Athens Technical College,4210
ATI College-Norwalk,64
Atlanta Institute of Music and Media,142
Atlanta Metropolitan State College,2783
Atlanta School of Massage,313
Atlanta Technical College,3775
Atlanta's John Marshall Law School,488
Atlantic Beauty & Spa Academy LLC,139
Atlantic Cape Community College,5905
Atlantic Institute of Oriental Medicine,144
Atlantic Technical College,2737
Atlantic University College,1556
Atlantis University,207
Auburn Career Center,155
Auburn University,28290
Auburn University at Montgomery,4878
Augsburg University,3621
Augusta School of Massage,28
Augusta Technical College,4370
Augusta University,7938
Augustana College,2537
Augustana University,1937
Auguste Escoffier School of Culinary Arts-Austin,385
Auguste Escoffier School of Culinary Arts-Boulder,698
Aultman College of Nursing and Health Sciences,391
Aurora University,5643
Austin College,1278
Austin Community College District,41543
Austin Graduate School of Theology,41
Austin Kade Academy,119
Austin Peay State University,10344
Austin Presbyterian Theological Seminary,157
Austin's Beauty College Inc,25
Austin's School of Spa Technology,101
Automeca Technical College-Aguadilla,189
Automeca Technical College-Bayamon,554
Automeca Technical College-Caguas,189
Automeca Technical College-Ponce,245
Automotive Training Center-Exton,349
Automotive Training Center-Warminster,277
Autry Technology Center,628
Avalon School of Cosmetology,25
Avalon School of Cosmetology-Alameda,120
Avalon School of Cosmetology-Layton,153
Avalon School of Cosmetology-Mesa,286
Avalon School of Cosmetology-Phoenix,278
Avant Gard The School,30
Ave Maria School of Law,248
Ave Maria University,1100
Aveda Fredric's Institute-Cincinnati,211
Aveda Fredric's Institute-Indianapolis,191
Aveda Institute Portland-Vancouver Campus,129
Aveda Institute-Baton Rouge,146
Aveda Institute-Boise,49
Aveda Institute-Chapel Hill,240
Aveda Institute-Chicago,135
Aveda Institute-Columbus,284
Aveda Institute-Covington,2415
Aveda Institute-Denver,391
Aveda Institute-Des Moines,153
Aveda Institute-Lafayette,149
Aveda Institute-Los Angeles,185
Aveda Institute-Madison,84
Aveda Institute-Maryland,40
Aveda Institute-Minneapolis,451
Aveda Institute-New Mexico,122
Aveda Institute-New York,195
Aveda Institute-Phoenix,164
Aveda Institute-Portland,277
Aveda Institute-Provo,102
Aveda Institute-San Antonio,187
Aveda Institute-South Florida,471
Aveda Institute-Tallahassee,496
Aveda Institute-Tucson,175
Aveda Institute-Twin Falls,50
Avenue Five Institute,263
Avera McKennan Hospital School of Radiologic Technology,20
Avera Sacred Heart Hospital,17
Averett University,859
Averett University-Non-Traditional Programs,847
Avery James School of Cosmetology,44
Avi Career Training,26
Aviation Institute of Maintenance,174
Aviation Institute of Maintenance-Atlanta,702
Aviation Institute of Maintenance-Chesapeake,184
Aviation Institute of Maintenance-Dallas,539
Aviation Institute of Maintenance-Houston,263
Aviation Institute of Maintenance-Indianapolis,155
Aviation Institute of Maintenance-Kansas City,161
Aviation Institute of Maintenance-Las Vegas,256
Aviation Institute of Maintenance-Manassas,163
Aviation Institute of Maintenance-Orlando,268
Aviation Institute of Maintenance-Philadelphia,306
Aviator College of Aeronautical Science and Technology,173
Avila University,1758
AVTEC-Alaska's Institute of Technology,1209
Award Beauty School,191
Ayers Career College,191
Azusa Pacific University,10020
Azusa Pacific University College,1610
B M Spurr School of Practical Nursing,40
B-Unique Beauty and Barber Academy,19
Babson College,3165
Bacone College,990
Bainbridge State College,2468
Bais Binyomin Academy,33
Bais HaMedrash and Mesivta of Baltimore,60
Bais Medrash Elyon,87
Bais Medrash Mayan Hatorah,
Bais Medrash Toras Chesed,97
Baker College,21210
Baker University,2726
Bakersfield College,22710
Bakke Graduate University,148
Baldwin Beauty School-North Austin,94
Baldwin Beauty School-South Austin,67
Baldwin Park Adult & Community Education,386
Baldwin Wallace University,3933
Baldy View Regional Occupational Program,
Ball State University,21998
Baltimore City Community College,4409
Baltimore School of Massage-Linthicum,444
Baltimore School of Massage-York,77
Baltimore Studio of Hair Design,60
Bancroft School of Massage Therapy,65
Bank Street College of Education,616
Baptist Bible College,351
Baptist Health College-Little Rock,661
Baptist Health System School of Health Professions,643
Baptist Memorial College of Health Sciences,1076
Baptist Missionary Association Theological Seminary,174
Baptist Theological Seminary at Richmond,67
Baptist University of the Americas,231
Barber Institute of Texas,6
Barber School of Pittsburgh,66
Barber Tech Academy,41
Barclay College,292
Bard College,2304
Bard College at Simon's Rock,372
Barnard College,2510
Barnes-Jewish College Goldfarb School of Nursing,619
Barrett and Company School of Hair Design,64
Barry University,7404
Barstow Community College,3285
Barton College,1051
Barton County Community College,4352
Bastyr University,1247
Bates College,1780
Bates Technical College,3291
Baton Rouge Community College,7297
Baton Rouge General Medical Center-School of Nursing,68
Baton Rouge School of Computers,58
Bay Area Medical Academy,116
Bay de Noc Community College,1842
Bay Mills Community College,467
Bay Path University,3225
Bay State College,889
Bay State School of Technology,126
Bayamon Community College,255
Baylor College of Medicine,1569
Baylor University,16959
Bayshire Academy of Beauty Craft Inc,38
BCI,502
Be'er Yaakov Talmudic Seminary,532
Beacon College,314
Beal College,301
Beau Monde College of Hair Design,50
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,95
Beaufort County Community College,1522
Beaumont Adult School,67
Beauty Academy,25
Beauty Academy of South Florida,203
Beauty Anatomy Institute of Cosmetology and Wellness,75
Beauty School of Middletown,55
Beauty Schools of America,78
Beauty Schools of America-Hialeah,518
Beauty Schools of America-Homestead,348
Beauty Schools of America-Miami,290
Beauty Schools of America-North Miami Beach,242
Beauty Technical College Inc,24
Beaux Cheveux Academy Of Cosmetology,
Beaver Falls Beauty Academy,38
Becker College,2189
Beckfield College-Florence,578
Beckfield College-Tri-County,348
Beis Medrash Heichal Dovid,124
Bel-Rea Institute of Animal Technology,411
Belanger School of Nursing,119
Belhaven University,4758
Bell Mar Beauty College,51
Bella Academy of Cosmetology,10
Bella Capelli Academy,214
Bella Cosmetology College,58
Bellarmine University,3973
Belle Academy of Cosmetology,11
Bellevue College,13506
Bellevue University,8896
Bellin College,430
Bellingham Technical College,2426
Bellus Academy,194
Bellus Academy-El Cajon,173
Bellus Academy-National City,199
Bellus Academy-Poway,365
Belmont Abbey College,1523
Belmont College,1202
Belmont University,7723
Beloit College,1394
Bemidji State University,5138
Ben Franklin Career Center,99
Bene's Career Academy,338
Benedict College,2281
Benedictine College,2312
Benedictine University,5892
Benjamin Franklin Institute of Technology,573
Bennett Career Institute,338
Bennett College,474
Bennington College,805
Bentley University,5506
Berea College,1665
Bergen Community College,14519
Bergin University of Canine Studies,82
Berk Trade and Business School,237
Berkeley City College,6811
Berkeley College-New York,4276
Berkeley College-Woodland Park,3739
Berklee College of Music,6405
Berks Career & Technology Center,47
Berks Technical Institute,895
Berkshire Community College,1959
Berry College,2174
Best Care College,51
Bet Medrash Gadol Ateret Torah,114
Beth Hamedrash Shaarei Yosher Institute,36
Beth Hatalmud Rabbinical College,6
Beth Medrash Govoha,6523
Beth Medrash Meor Yitzchok,139
Beth Medrash of Asbury Park,44
Bethany College,721
Bethany College,680
Bethany Global University,271
Bethany Lutheran College,587
Bethany Theological Seminary,49
Bethel College,55
Bethel College-Indiana,1639
Bethel College-North Newton,460
Bethel Seminary-San Diego,160
Bethel Seminary-St Paul,348
Bethel University,5975
Bethel University,4016
Bethesda University,402
Bethlehem College & Seminary,195
Bethune-Cookman University,3934
Beulah Heights University,481
Beverly Hills Design Institute,25
Bevill State Community College,3806
Bexley Hall Seabury Western Theological Seminary Federation  Inc.,45
Beyond 21st Century Beauty Academy,50
Beyond Measure Barbering Institute,63
Beyond The Basics School of Cosmetology,22
Biblical Theological Seminary,255
Bidwell Training Center Inc,152
Big Bend Community College,2193
Big Bend Technical College,137
Big Sandy Community and Technical College,5057
Binghamton University,17292
Biola University,6095
Birmingham Southern College,1293
Birthingway College of Midwifery,64
Birthwise Midwifery School,60
Bishop State Community College,3028
Bismarck State College,3976
Bitterroot School of Cosmetology,22
BJ's Beauty & Barber College,25
BJ's Beauty & Barber College,88
Black Hawk College,5613
Black Hills Beauty College,85
Black Hills State University,4244
Black River Technical College,1569
Blackburn College,596
Blackfeet Community College,425
Blackhawk Technical College,2034
Blackstone Valley Vocational Regional School District,49
Bladen Community College,1248
Blades School of Hair Design,89
Blake Austin College,282
Blalock's Professional Beauty College,12
Blessing Hospital School of Medical Laboratory Technology,4
Blessing Hospital School of Radiologic Technology,17
Blessing Rieman College of Nursing and Health Sciences,270
Blinn College,19096
Bloomfield College,1996
Bloomsburg University of Pennsylvania,9637
Blue Cliff Career College,68
Blue Cliff College-Alexandria,318
Blue Cliff College-Fayetteville,255
Blue Cliff College-Gulfport,384
Blue Cliff College-Houma,322
Blue Cliff College-Lafayette,311
Blue Cliff College-Metairie,867
Blue Cliff College-Shreveport,247
Blue Hills Regional Technical School,56
Blue Mountain College,573
Blue Mountain Community College,1660
Blue Ridge Community and Technical College,5598
Blue Ridge Community College,2197
Blue Ridge Community College,4131
Bluefield College,982
Bluefield State College,1362
Bluegrass Community and Technical College,9940
Bluffton University,952
Board of Trustees-Mississippi State Institutions of Higher Learning,
Bob Jones University,2901
Boca Beauty Academy,135
Boca Beauty Academy-Parkland,91
Boise Barber College,59
Boise Bible College,138
Boise State University,23854
Bold Beauty Academy,125
Bolivar Technical College,
Bon Secours Memorial College of Nursing,522
Bon Secours St Mary's Hospital School of Medical Imaging,26
Bonnie Joseph Academy of Cosmetology & Barbering,13
Boricua College,1008
Borner's Barber College,38
Bos-Man's Barber College,18
Bossier Parish Community College,6714
Boston Architectural College,737
Boston Baptist College,77
Boston College,14466
Boston Graduate School of Psychoanalysis Inc,146
Boston University,32695
Bowdoin College,1806
Bowie State University,5669
Bowling Green State University-Firelands,2162
Bowling Green State University-Main Campus,17644
Bradford School,356
Bradford School,397
Bradford-Union Technical Center,163
Bradley University,5598
Bramson ORT College,471
Brand College,40
Brandeis University,5729
Brandman University,7331
Branford Academy of Hair and Cosmetology,34
Branford Hall Career Institute-Albany Campus,179
Branford Hall Career Institute-Amityville,282
Branford Hall Career Institute-Bohemia Campus,368
Branford Hall Career Institute-Branford Campus,374
Branford Hall Career Institute-Jersey City,350
Branford Hall Career Institute-North Brunswick,230
Branford Hall Career Institute-Parsippany,34
Branford Hall Career Institute-Southington Campus,364
Branford Hall Career Institute-Springfield Campus,378
Branford Hall Career Institute-Windsor Campus,220
Brazosport College,4315
Brenau University,2899
Brescia University,1009
Brevard College,704
Brewster Technical College,257
Brewton-Parker College,603
Briar Cliff University,1316
Briarcliffe College,520
Bridgerland Technical College,1279
BridgeValley Community & Technical College,2164
Bridgewater College,1882
Bridgewater State University,10998
Brigham Young University-Hawaii,2866
Brigham Young University-Idaho,44821
Brigham Young University-Provo,34240
Brighton Center's Center for Employment Training,149
Brighton Institute of Cosmetology,44
Brightwood Career Institute-Broomall,225
Brightwood Career Institute-Harrisburg,116
Brightwood Career Institute-Philadelphia,311
Brightwood Career Institute-Philadelphia Mills,299
Brightwood Career Institute-Pittsburgh,229
Brightwood College-Arlington,163
Brightwood College-Bakersfield,179
Brightwood College-Baltimore,250
Brightwood College-Beaumont,102
Brightwood College-Beltsville,286
Brightwood College-Brownsville,222
Brightwood College-Charlotte,198
Brightwood College-Chula Vista,172
Brightwood College-Corpus Christi,287
Brightwood College-Dallas,185
Brightwood College-Dayton,198
Brightwood College-El Paso,352
Brightwood College-Fort Worth,137
Brightwood College-Fresno,146
Brightwood College-Friendswood,113
Brightwood College-Hammond,218
Brightwood College-Houston,242
Brightwood College-Indianapolis,276
Brightwood College-Laredo,184
Brightwood College-Las Vegas,423
Brightwood College-Los Angeles-Van Nuys,486
Brightwood College-McAllen,265
Brightwood College-Modesto,229
Brightwood College-Nashville,197
Brightwood College-Palm Springs,214
Brightwood College-Riverside,196
Brightwood College-Sacramento,224
Brightwood College-San Antonio-Ingram,226
Brightwood College-San Antonio-San Pedro,263
Brightwood College-San Diego,654
Brightwood College-Towson,212
Brightwood College-Vista,397
Bristol Community College,8476
Bristol Technical Education Center,74
Brite Divinity School,223
Brittany Beauty Academy,96
Brittany Beauty Academy,119
Brittany Beauty Academy,100
Brittany Beauty Academy,42
Brittany Beauty Academy,83
Broadview Entertainment Arts University,132
Broadview University-Boise,33
Broadview University-West Jordan,184
Broken Arrow Beauty College-Broken Arrow,55
Broken Arrow Beauty College-Tulsa,72
Brookdale Community College,13165
Brookhaven College,12775
Brookline College-Albuquerque,375
Brookline College-Phoenix,1218
Brookline College-Tempe,432
Brookline College-Tucson,379
Brooklyn Law School,1098
Broome Delaware Tioga BOCES-Practical Nursing Program,59
Broward College,43700
Brown Aveda Institute-Mentor,139
Brown Aveda Institute-Strongsville,113
Brown College of Court Reporting,233
Brown Mackie College-Akron,152
Brown Mackie College-Albuquerque,267
Brown Mackie College-Atlanta,220
Brown Mackie College-Birmingham,280
Brown Mackie College-Boise,125
Brown Mackie College-Cincinnati,249
Brown Mackie College-Dallas,276
Brown Mackie College-Findlay,214
Brown Mackie College-Fort Wayne,131
Brown Mackie College-Greenville,285
Brown Mackie College-Indianapolis,303
Brown Mackie College-Kansas City,171
Brown Mackie College-Louisville,405
Brown Mackie College-Merrillville,178
Brown Mackie College-Miami,184
Brown Mackie College-North Canton,213
Brown Mackie College-Oklahoma City,124
Brown Mackie College-Phoenix,242
Brown Mackie College-Salina,149
Brown Mackie College-San Antonio,366
Brown Mackie College-South Bend,131
Brown Mackie College-St Louis,150
Brown Mackie College-Tucson,171
Brown Mackie College-Tulsa,250
Brown University,9781
Brownson Technical School,37
Brunswick Community College,1400
Bryan College of Health Sciences,703
Bryan College-Dayton,1481
Bryan University,282
Bryan University,119
Bryan University,1489
Bryan University,74
Bryan University,107
Bryant & Stratton College-Akron,115
Bryant & Stratton College-Albany,472
Bryant & Stratton College-Amherst,306
Bryant & Stratton College-Bayshore,315
Bryant & Stratton College-Buffalo,477
Bryant & Stratton College-Cleveland,321
Bryant & Stratton College-Eastlake,254
Bryant & Stratton College-Greece,315
Bryant & Stratton College-Hampton,340
Bryant & Stratton College-Henrietta,252
Bryant & Stratton College-Milwaukee,382
Bryant & Stratton College-Online,3406
Bryant & Stratton College-Parma,334
Bryant & Stratton College-Richmond,617
Bryant & Stratton College-Southtowns,469
Bryant & Stratton College-Syracuse,454
Bryant & Stratton College-Syracuse North,287
Bryant & Stratton College-Virginia Beach,472
Bryant & Stratton College-Wauwatosa,700
Bryant University,3698
Bryn Athyn College of the New Church,302
Bryn Mawr College,1708
Buckeye Hills Career Center,192
Buckeye Joint Vocational School,117
Bucknell University,3626
Buckner Barber School,27
Bucks County Community College,8232
Bucks County School of Beauty Culture Inc,81
Buena Vista University,2114
Bull City Durham Beauty and Barber College,
Bullard-Havens Technical High School,21
Bunker Hill Community College,13253
Burrell College of Osteopathic Medicine,161
Butler Beauty Academy,39
Butler Beauty Academy-Kittanning Beauty Academy,21
Butler Beauty Academy-New Castle Beauty Academy,24
Butler Community College,9190
Butler County Community College,3496
Butler Tech-D Russel Lee Career Center,317
Butler University,5095
Butte Academy of Beauty Culture,44
Butte College,11300
Butte County Regional Occupational Program,74
Byzantine Catholic Seminary of Saints Cyril and Methodius,25
C. Alexander School of Cosmetology,
CAAN Academy of Nursing,39
Cabarrus College of Health Sciences,470
Cabell County Career Technology Center,154
Cabrillo College,11978
Cabrini University,2436
Caddo Kiowa Technology Center,470
Cadillac Institute of Cosmetology,21
Cairn University-Langhorne,1038
CALC Institute of Technology,141
Caldwell Community College and Technical Institute,3369
Caldwell University,2214
California Baptist University,9157
California Barber and Beauty College,54
California Beauty School,111
California Career College,105
California Career Institute,41
California Career School,113
California Christian College,18
California Coast University,
California College of the Arts,1983
California College San Diego,975
California College San Diego,368
California Hair Design Academy,214
California Healing Arts College,133
California Health Sciences University,173
California Institute of Advanced Management,11
California Institute of Arts & Technology,
California Institute of Integral Studies,1459
California Institute of Technology,2240
California Institute of the Arts,1455
California Intercontinental University,483
California International Business University,
California Jazz Conservatory,55
California Lutheran University,4174
