yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,responseid,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,53.8,53.8,,,44.3,63.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,65,65,,,59.2,70.4,Gender,Female,,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,89.4,89.4,,,78.6,95.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-97.52107021399968 35.47203135600046),,40,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,62.5,62.5,,,53.9,70.4,Gender,Male,,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,64.3,64.3,,,59.3,69,Overall,Overall,,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,65,65,,,59,70.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-86.63186076199969 32.84057112200048),,1,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,61.1,61.1,,,45.9,74.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,71.3,71.3,,,64.9,76.8,Gender,Female,,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,72.9,72.9,,,63.3,80.7,Gender,Male,,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,71.1,71.1,,,65.9,75.9,Overall,Overall,,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,71.3,71.3,,,65.4,76.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-92.27449074299966 34.74865012400045),,5,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,54.9,54.9,,,43.4,65.8,Gender,Female,,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,76.2,76.2,,,68.6,82.5,Gender,Male,,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,63.6,63.6,,,54.2,72.1,Overall,Overall,,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,65.9,65.9,,,58.3,72.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-111.76381127699972 34.865970280000454),,4,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,57.2,57.2,,,49.8,64.3,Gender,Female,,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,66,66,,,53.2,76.8,Race/Ethnicity,Hispanic,,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,63.2,63.2,,,54.1,71.5,Gender,Male,,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,58.9,58.9,,,53,64.6,Overall,Overall,,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,61.6,61.6,,,55.7,67.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-120.99999953799971 37.63864012300047),,6,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,66.5,66.5,,,59.1,73.2,Gender,Female,,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,64.1,64.1,,,58.4,69.3,Overall,Overall,,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,64.9,64.9,,,58.9,70.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-106.13361092099967 38.843840757000464),,8,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,58.3,58.3,,,50.3,65.9,Gender,Female,,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,52,52,,,41.8,62,Gender,Male,,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,54.8,54.8,,,47.9,61.5,Overall,Overall,,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,55.1,55.1,,,47.3,62.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.64984095199964 41.56266102000046),,9,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,61.4,61.4,,,49.2,72.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,61.1,61.1,,,49,71.9,Gender,Female,,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,50.7,50.7,,,33.4,67.8,Gender,Male,,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,60.1,60.1,,,49.4,69.9,Overall,Overall,,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,47,47,,,29.3,65.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-77.036871 38.907192),,11,COPD,COPD4_0_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,DE,Delaware,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.57774116799965 39.008830667000495),,10,COPD,COPD4_0_1,AGEADJPREV,RACE,BLK,,,,
